GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Finish Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided,Latitude,Longitude
1006196.0,980,Brookhaven LF,NY,Yaphank,Suffolk,Public,"Town of Brookhaven, NY",8100000.0,,Yes,0.468,,1052-0,Shutdown,Project #1,1982-12-01,2010-01-01,Electricity,Reciprocating Engine,,"(4) Deutz lean-burn, 4 stroke spark ignition engines (rated at 1,330 kW each; use 450 cfm each) were installed in 1997 to replace original (4) Caterpillar engines damaged in a fire in 1995",5.32,5.32,2.592,Brookhaven Landfill Energy Corporation; Long Island Power Authority,Wehran Energy Corporation,,DEUTZ Power Systems GmbH & Co KG,No,0.0,0.0,40.795,-72.931
1006207.0,483,Greene Valley RDF,IL,Naperville,DuPage,Public,"Forest Preserve District of DuPage County, IL",16282279.0,1996.0,Yes,3.236,0.004,548-0,Shutdown,Project #1,1996-05-01,2010-01-01,Electricity,Gas Turbine,,"originally 3 Caterpillar Solar gas turbines, each rated at 3,300 kW for a total of 9.9 MW",6.0,9.9,4.7,Commonwealth Edison Company (ComEd),Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.; Solar Turbines Incorporated",No,0.0,0.0,41.73045,-88.07444
1006261.0,1256,"Keystone Sanitary Landfill, Inc.",PA,Dunmore,Lackawanna,Private,"Keystone Sanitary Landfill, Inc.",50878808.0,2021.0,Yes,16.943,12.51,167018-0,Shutdown,Project #2,1998-07-28,2010-01-01,Electricity,Steam Turbine,,"12-mile pipeline to converted coal-fired boiler at Archbald power station to generate steam for steam turbine, power sold to wholesale market, excess steam sold to plastics manufacturer, plant’s nameplate capacity is 20 to 23.2 MW & burns LFG and NG",5.55,23.2,4.65,Laminations Inc; PEI Power; PPL Corporation,PEI Power,"Archaea Energy, LLC",,Yes,0.0,0.0,41.427,-75.608
1003588.0,475,Lake LF,IL,Northbrook,Cook,Private,WM,15786494.0,1993.0,Yes,1.51,0.002,540-1,Shutdown,"Project #1, De-Expansion #1",2001-01-01,2010-01-01,Electricity,Gas Turbine,,"originally, 3 Centaur units installed in 1987",4.86,9.3,,Commonwealth Edison Company (ComEd),Bio Energy Partners,"WM Illinois Renewable Energy, LLC",Blackhawk Technology Company; Solar Turbines Incorporated,No,0.0,0.0,42.1055,-87.8125
,10641,Quarry Hills Soils LF,MA,Quincy,Norfolk,Private,Quarry Hills Associates Inc.,,,Yes,,,180921-0,Shutdown,Project #1,2009-03-30,2010-01-01,Electricity,Reciprocating Engine,,Guascor Engine Model SFGLD,0.421,,,Harvard University,Quarry Energy Corp.,,"Grupo Guascor International, Inc.",Unknown,0.0,0.0,42.2417,-71.04503
1003386.0,114,Sunnyvale LF,CA,Sunnyvale,Santa Clara,Public,"City of Sunnyvale, CA",2300000.0,,Yes,0.361,,170-0,Shutdown,Project #1,1998-01-01,2010-01-01,Electricity,Reciprocating Engine,,LFG co-fired with WWTP digester gas; (2) 800-kW Caterpillar 3516 engine-generators combust 75% LFG/25% digester gas,1.1,1.6,0.656,City of Sunnyvale WWTP,"City of Sunnyvale, CA",,"Caterpillar, Inc.",Yes,0.0,0.0,37.4184,-122.00776
1007879.0,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,Rochester,Strafford,Private,WM,39427783.0,2021.0,Yes,10.91,0.306,166414-1,Shutdown,"Project #2, Expansion #1",1993-01-01,2010-01-01,Electricity,Reciprocating Engine,,(1) Caterpillar 3516,0.68,0.8,,Eversource,Bio Energy Partners,"WM Renewable Energy, LLC","Caterpillar, Inc.",No,0.0,0.0,43.2448,-70.9695
1007669.0,775,Chicopee Landfill (WMI),MA,Chicopee,Hampden,Private,WM,12870494.0,2019.0,Yes,1.759,0.028,845-0,Shutdown,Project #1,2004-02-21,2010-02-03,Electricity,Reciprocating Engine,,(3) GE Jenbacher 1.9-MW IC engines,4.26,5.7,2.17,Chicopee Electric Light,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.0,0.0,42.1659,-72.538
1009925.0,1250,SECCRA Community Landfill,PA,West Grove,Chester,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",3385673.0,2021.0,Yes,1.05,0.15,1325-1,Shutdown,"Project #1, Expansion #1",2008-09-22,2010-09-01,Electricity,Reciprocating Engine,,GE Jenbacher 320 (20-cylinder) engine,0.53,1.06,0.6,"PJM Interconnection, LLC","Southeastern Chester County Refuse Authority (SECCRA), PA","Southeastern Chester County Refuse Authority (SECCRA), PA",GE Energy - Jenbacher Gas Engines,Yes,0.0,0.0,39.86729,-75.84115
1007673.0,623,Central Disposal Landfill,IA,Lake Mills,Winnebago,Private,WM,6491155.0,2021.0,Yes,0.888,0.023,693-0,Shutdown,Project #1,2006-03-18,2011-01-01,Electricity,Reciprocating Engine,,"(6) Caterpillar 3516 engines, at 800 kW each",4.5,4.8,2.5,Dairyland Power Cooperative,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0,0.0,43.382,-93.572
1007586.0,1286,Laurel Highlands LF,PA,Johnstown,Cambria,Private,WM,7989096.0,2021.0,Yes,1.059,0.006,1357-0,Shutdown,Project #1,2006-07-01,2011-01-01,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Converted high Btu gas is 96.8% CH4 and has heating value of 970-982 Btu/scf; uses membrane technology; 1.8 mile pipeline to the NG pipeline; Rated inlet capacity of 5.2 mmscfd,,,2.93,Peoples Natural Gas,Air Liquide Biogas; Leaf Clean Energy,Montauk Renewables,Air Liquide Biogas,No,0.0,0.0,40.4321,-78.876
1006876.0,2151,Orchard Ridge RDF,WI,Menomonee Falls,Waukesha,Private,WM,37590056.0,2021.0,Yes,8.06,0.064,1765-0,Shutdown,Project #1,1987-01-01,2011-01-01,Electricity,Gas Turbine,,3 gas turbines installed originally in 1987,5.85,9.3,5.25,We Energies,Bio Energy Partners,"WM Renewable Energy, LLC",Solar Turbines Incorporated,No,0.0,0.0,43.188,-88.0765
1000429.0,952,Pennsauken SLF,NJ,Pennsauken,Camden,Public,"Pollution Control Financing Authority of Camden County, NJ",6886808.0,2021.0,Yes,0.347,0.0,1023-0,Shutdown,Project #1,2004-12-31,2011-01-01,Electricity,Reciprocating Engine,,(3) 925 kW Caterpillar 3516 engines,1.89,2.775,1.11,Aluminum Shapes,PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.0,0.0,39.991,-75.0342
1004557.0,785,Plainville LF,MA,Plainville,Norfolk,Private,"Republic Services, Inc.",7426271.0,1998.0,Yes,1.52,0.871,180226-2,Shutdown,"Project #2, De-Expansion #2",2008-01-01,2011-01-01,Electricity,Reciprocating Engine,,(5) Caterpillar G3516 LE engines,3.7,4.0,2.2,Plainville Generating Company,DTE Biomass Energy,Lorusso Corporation,"Caterpillar, Inc.",No,0.0,0.0,42.0392,-71.292
1007573.0,768,Sandy Hill SLF,MD,Bowie,Prince George's,Public,"Prince George's County, MD",8201604.0,2000.0,Yes,2.201,,838-0,Shutdown,Project #1,2003-01-15,2011-01-01,Direct,Boiler,,"LFG is piped 5.5 mi. to (3) 1995 40,000 lb/hr package boilers modified to burn LFG and use NG and fuel oil as backup; steam from boilers is circulated to heat the Center's buildings",,,2.13,NASA Goddard Space Flight Center,"Toro Energy, Inc.","Toro Energy, Inc.",,No,0.0,0.0,39.016,-76.791
1007879.0,1839,Turnkey Recycling and Environmental Enterprise (TREE),NH,Rochester,Strafford,Private,WM,39427783.0,2021.0,Yes,10.91,0.306,167009-0,Shutdown,Project #3,1998-01-01,2011-01-01,Electricity,Cogeneration,,(2) Solar Centaur gas turbines,4.86,6.2,,"New Hampshire Electric Cooperative, Inc.",Bio Energy Partners,"WM Renewable Energy, LLC",Solar Turbines Incorporated,No,0.0,0.0,43.2448,-70.9695
1006215.0,268,San Marcos LF,CA,San Marcos,San Diego,Public,"County of San Diego, CA",12902208.0,1997.0,Yes,1.23,0.39,327-0,Shutdown,Project #1,1989-05-01,2011-06-01,Electricity,Gas Turbine,,2 recuperated gas turbines driving 933 kW generator; 2 Saturn units installed in 1988,0.95,1.48,0.9,San Diego Gas & Electric Company,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.0,0.0,33.07833,-117.165
1004823.0,965,Al Turi LF,NY,Goshen,Orange,Private,"Al Turi Landfill, Incorporated",5946885.0,2003.0,Yes,0.725,,1036-3,Shutdown,"Project #1, De-Expansion #3",2007-01-01,2011-07-25,Electricity,Reciprocating Engine,,(1) Caterpillar 800 kW engine,0.34,0.8,0.29,"Orange & Rockland Utilities, Inc.","Ameresco, Inc.","Ameresco, Inc.","Caterpillar, Inc.",No,0.0,0.0,41.39763,-74.32233
1008215.0,420,Orange County SLF,FL,Orlando,Orange,Public,"Orange County Utilities, Solid Waste Division, FL",34920051.0,2021.0,Yes,5.622,2.335,485-0,Shutdown,Project #1,1998-04-01,2011-08-01,Electricity,Steam Turbine,,"1.6-mile pipeline to Stanton Energy Center, LFG co-fired with coal in 1 of 2 boilers retrofitted with an LFG port to produce steam and electricity",12.4,,5.76,Orlando Utilities Commission (OUC),DTE Biomass Energy,"Orange County Utilities, Solid Waste Division, FL",,No,0.0,0.0,28.481,-81.2083
1006057.0,12102,I-66 Landfill,VA,Fairfax,Fairfax,Public,"County of Fairfax, VA",5000000.0,,Yes,0.536,0.104,181098-0,Shutdown,Project #1 - Phase 1,2009-01-01,2011-10-01,Direct,Direct Thermal,,"LFG provides 4 MMBtu/hr to infrared heaters in Dept of Vehicle Services building, truck wash facility, worker facility, and welding shop within the I-66 Landfill Complex; offsets NG and/or propane",,,0.202,"County of Fairfax, VA","County of Fairfax, VA","County of Fairfax, VA",,Yes,0.0,0.0,38.852,-77.381
1008012.0,474,CID Recycling and Disposal Facility,IL,Chicago,Cook,Private,WM,31065972.0,2007.0,Yes,1.944,0.015,539-1,Shutdown,"Project #1, De-Expansion #1",2000-01-01,2012-01-01,Electricity,Gas Turbine,,"3 Centaur units installed in 1988, another removed in 2011",3.45,6.2,3.02,Commonwealth Edison Company (ComEd),Bio Energy Partners,"WM Illinois Renewable Energy, LLC",Solar Turbines Incorporated,No,0.0,0.0,41.655,-87.578
1008010.0,362,New Milford LF,CT,New Milford,Litchfield,Private,WM,6700000.0,1995.0,Yes,0.829,0.0,180914-0,Shutdown,Project #2,2008-05-15,2012-01-01,Electricity,Reciprocating Engine,,(3) Caterpillar 3516s,1.73,2.4,,Eversource,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0,0.0,41.55082,-73.41766
1004484.0,1189,Ottawa County LF,OH,Port Clinton,Ottawa,Private,"Republic Services, Inc.",10806804.0,2021.0,Yes,1.135,0.843,1263-0,Shutdown,Project #1,2001-04-01,2012-01-01,Electricity,Reciprocating Engine,,(2) Deutz engines,1.84,2.7,1.34,"American Municipal Power, Inc.",EDL Energy,,DEUTZ Power Systems GmbH & Co KG,No,0.0,0.0,41.525,-83.033
1007705.0,2407,Timberline Trail Recycling & Disposal Facility,WI,Weyerhaeuser,Rusk,Private,WM,4610743.0,2021.0,Yes,1.34,0.039,180768-1,Shutdown,"Project #1, Expansion #1",2008-01-31,2012-01-01,Electricity,Cogeneration,,(3) Caterpillar 3516 engines; waste heat is used to thaw ice from drop-off containers and to provide heat to adjacent shop building,0.87,2.4,0.67,Dairyland Power Cooperative,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.0,0.0,45.45417,-91.35838
1007124.0,461,"WI Taylor County Disposal, LLC",GA,Mauk,Taylor,Private,GFL Environmental USA Inc.,17939946.0,2021.0,Yes,2.315,0.783,526-0,Shutdown,Project #1,2003-10-01,2012-01-16,Electricity,Reciprocating Engine,,(4) Jenbacher J320 engines at 1 MW each,1.71,4.0,1.0,Green Power EMC,EDL Energy,,GE Energy - Jenbacher Gas Engines; Parker Hannifin Filtration and Separation Division,No,0.0,0.0,32.462263,-84.371526
1007703.0,1888,Venice Park Recycling & Disposal Facility,MI,Lennon,Shiawassee,Private,WM,11524220.0,2021.0,Yes,3.162,0.127,166937-2,Shutdown,"Project #1, Expansion #2",2005-01-01,2012-05-08,Electricity,Reciprocating Engine,,(3) Caterpillar 3516 engines,2.4,2.4,,Consumers Energy,"North American Natural Resources, Inc. (NANR)",,"Caterpillar, Inc.",No,0.0,0.0,42.979932,-83.972657
1003566.0,1587,Concord Turnpike Regional Landfill,VA,Lynchburg,Lynchburg city,Public,Region 2000 Services Authority,4141744.0,2014.0,Yes,0.365,0.085,1665-0,Shutdown,Combination Project,2002-01-01,2013-01-01,Direct,Boiler,,boiler is 64 feet from landfill,,,0.55,WestRock Company,"Enerdyne Power Systems, Inc.",,Siemens,No,0.0,0.0,37.392,-79.109
1007878.0,1661,Deer Track Park Landfill,WI,Watertown,Jefferson,Private,WM,8136919.0,2021.0,Yes,2.289,,1741-1,Shutdown,"Project #1, Expansion #1",2007-12-01,2013-01-01,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines,3.07,3.2,1.72,We Energies,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0,0.0,43.0869,-88.7566
1002720.0,1947,Granger Grand River LF,MI,Grand Ledge,Clinton,Private,Granger Waste Management Corp.,8199515.0,2021.0,Yes,0.534,0.0,167029-1,Shutdown,"Project #1, Expansions #1 & #2",1996-01-01,2013-01-01,Electricity,Reciprocating Engine,,(1) additional Caterpillar 3516 engine in 1996 and (1) additional Caterpillar 3516 engine in 1997,1.19,1.6,0.67,Lansing Board of Water & Light,Granger Energy,,"Caterpillar, Inc.",Yes,0.0,0.0,42.7896,-84.6935
1007856.0,397,Monarch Hill Landfill,FL,Pompano Beach,Broward,Private,WM,75539323.0,2021.0,Yes,17.657,11.827,462-0,Shutdown,Project #1,1989-05-01,2013-01-01,Electricity,Combined Cycle,,3 Centaur turbines (each rated at 3.1 MW) and 1 steam turbine (2 MW),7.2,11.3,5.35,Florida Power & Light,Bio Energy Partners,"WM Renewable Energy, LLC",Solar Turbines Incorporated,No,0.0,0.0,26.283,-80.161
1007890.0,1963,Pecan Grove Sanitary Landfill,MS,Pass Christian,Harrison,Private,WM,12575638.0,2021.0,Yes,2.221,0.221,167045-0,Shutdown,Project #1,2005-07-12,2013-01-01,Direct,Boiler,,"LFG is used in retrofitted boiler(s) 24/7, piped over 5 miles to titanium dioxide plant, system designed for 3,200 cfm, 99.99% sulfur removal from the raw LFG",,,3.3,EI DuPont de Nemours & Company,"Toro Energy, Inc.",,,No,0.0,0.0,30.427,-89.2669
1007456.0,1121,Piedmont SLF,NC,Kernersville,Forsyth,Private,WM,959464.0,,Yes,1.31,,1195-0,Shutdown,Project #1,2011-03-01,2013-01-01,Electricity,Reciprocating Engine,,(3) Caterpillar 3516s,2.2,2.4,,Duke Energy,"WM Renewable Energy, LLC","WM Renewable Energy, LLC","Caterpillar, Inc.",Yes,0.0,0.0,36.1944,-80.0407
1003199.0,352,Puente Hills LF,CA,Whittier,Los Angeles,Public,"Sanitation Districts of Los Angeles County, CA",142250454.0,2013.0,Yes,25.024,0.524,414-0,Shutdown,"Project #3, Steam Cycle Plant",1986-08-08,2013-01-01,Electricity,Steam Turbine,,Conventional Rankine Cycle Steam power plant firing LFG in the plant’s boilers to produce superheated steam which is then used to drive the steam turbine/generator to generate electric power,50.0,50.0,33.1,Southern California Edison (SCE) Company,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",,Yes,0.0,0.0,34.02033,-118.00604
1003661.0,2247,Suburban South R&D,OH,Glenford,Perry,Private,WM,14533144.0,2021.0,Yes,1.861,0.319,180335-0,Shutdown,Project #1,2011-01-01,2013-01-01,Electricity,Reciprocating Engine,,(7) 800-kW Caterpillar 3516s,4.9,5.6,,"Buckeye Power, Inc.","WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0,0.0,39.876,-82.2885
1011009.0,1567,Weber County LF,UT,Ogden,Weber,Public,"Weber County, UT",4068838.0,1996.0,Shutdown,0.002,,1644-0,Shutdown,Project #1,2005-01-01,2013-01-01,Electricity,Reciprocating Engine,,"Jenbacher JGS 320, rated at 1,030 kW",1.0,1.03,0.662,"Rocky Mountain Power, Inc.",Cooler Skies Company,,GE Energy - Jenbacher Gas Engines,No,0.0,0.0,41.218,-111.99
1007219.0,428,St. Lucie County Baling and Recycling Facility,FL,Fort Pierce,St. Lucie,Public,"St. Lucie County, FL",8175105.0,2021.0,Yes,0.981,0.171,493-0,Shutdown,Project #1,2005-08-22,2013-05-01,Direct,Boiler,,retrofitted 35-yr old watertube boiler (#2) for steam production in juice manufacturing plant,,,1.01,Tropicana,"CPL Systems, Inc.; Tropicana",,,No,0.0,0.0,27.390834,-80.395557
1004200.0,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ",6321290.0,2021.0,Yes,0.768,0.472,180779-1,Shutdown,"Project #2, Expansion #1",2008-06-18,2013-10-22,Electricity,Cogeneration,,"(1) Waukesha rich burn engine, heat for maintenance facility & offices",0.15,0.15,0.086,"PJM Interconnection, LLC","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",General Electric - Distributed Power,Yes,0.0,0.0,39.2294,-74.7749
1002249.0,497,Livingston LF,IL,Pontiac,Livingston,Private,"Republic Services, Inc.",55432490.0,2021.0,Yes,11.629,3.129,562-0,Shutdown,Project #1,2001-01-01,2013-10-31,Electricity,Gas Turbine,,(3) 5.2 MW Solar Taurus turbines,15.6,15.6,,Commonwealth Edison Company (ComEd),Resource Technology Corporation,Resource Technology Corporation,Solar Turbines Incorporated,No,0.0,0.0,40.93178,-88.65735
1004335.0,349,All Purpose Landfill,CA,Santa Clara,Santa Clara,Public,"City of Santa Clara, CA",5501512.0,1996.0,Yes,0.318,0.078,180957-0,Shutdown,Project #2,2009-12-18,2014-01-01,Electricity,Microturbine,,(3) Ingersoll-Rand 250-kW microturbines,0.75,0.75,0.34,"Silicon Valley Power, City of Santa Clara, CA","Ameresco, Inc.","Ameresco, Inc.",,No,0.0,0.0,37.41639,-121.97056
1007722.0,1195,American LF,OH,Waynesburg,Stark,Private,WM,36915307.0,2021.0,Yes,3.257,0.797,1269-0,Shutdown,"Project #1, Medium-Btu",2004-04-01,2014-01-01,Direct,Medium Btu,,injecting LFG into a NG reserve w/o first separating the CO2,,,4.1,Dominion Energy Ohio,"Toro Energy, Inc.","Horizon LFG, Inc.",,No,0.0,0.0,40.72,-81.264
1007685.0,779,Granby SLF,MA,Granby,Hampshire,Private,WM,6437059.0,2013.0,Yes,0.581,,849-3,Shutdown,"Project #1, Expansion #3",2008-06-01,2014-01-01,Electricity,Reciprocating Engine,,8th CAT 398 engine (415 kW and 260 cfm),0.4,0.4,,Constellation,Industrial Power Services Corporation,,"Caterpillar, Inc.",No,0.0,0.0,42.2214,-72.5459
1002110.0,1580,I-95 Landfill,VA,Lorton,Fairfax,Public,"County of Fairfax, VA",16544910.0,1995.0,Yes,1.745,0.2,166989-0,Shutdown,Project #2,1997-05-01,2014-01-01,Direct,Direct Thermal,,"Phase III - LFG is compressed and conditioned to remove moisture, trap foreign matter, and cooled to convey it via a 3-mile pipeline to the county WWTP sludge incinerator",,,0.4,Noman Cole Jr. Pollution Control Plant,"Aria Energy, LLC",Energy Power Partners,,No,0.0,0.0,38.68809,-77.23734
1007585.0,1280,Monroeville LF,PA,Monroeville,Allegheny,Private,WM,20603574.0,2021.0,Yes,3.994,1.824,1355-0,Shutdown,Project #1,2004-10-29,2014-01-01,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Honeywell UOP Separex CO2 membrane removal; CNG fuel,,,2.48,Peoples Natural Gas,Montauk Renewables,Montauk Renewables,,No,0.0,0.0,40.405,-79.79
1004557.0,785,Plainville LF,MA,Plainville,Norfolk,Private,"Republic Services, Inc.",7426271.0,1998.0,Yes,1.52,0.871,180226-3,Shutdown,"Project  #1, De-Expansion #3",2011-01-01,2014-01-01,Electricity,Reciprocating Engine,,(4) Caterpillar G3516 LE engines,2.4,3.2,1.27,Plainville Generating Company,DTE Biomass Energy,Lorusso Corporation,"Caterpillar, Inc.",No,0.0,0.0,42.0392,-71.292
1003390.0,1977,North Sanitary Landfill,OH,Dayton,Montgomery,Private,WM,6150000.0,,Yes,0.77,,167062-0,Shutdown,Combination Project,2003-05-01,2014-09-30,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,gas processing equipment removes CO2 to produce methane meeting NG pipeline quality specifications; delivery of processed LFG into local gas distribution system; uses Kryosol Solvent technology; gas used down the pipeline for CNG vehicle fuel,,,2.672,DTE Energy; Los Angeles Department of Water & Power (LADWP); Shell Energy North America,"Biogas Energy, LP",DTE Biomass Energy,,No,0.0,0.0,39.6966,-84.2544
1007722.0,1195,American LF,OH,Waynesburg,Stark,Private,WM,36915307.0,2021.0,Yes,3.257,0.797,1269-1,Shutdown,"Project #1, RNG",2014-01-01,2015-01-01,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,CO2 removal added to existing medium-Btu project in 2014; produces gas at about 850 Btu so product is blended with NG at Dominion blending plant before going into NG pipeline; CNG fuel,,,4.7,Dominion Energy Ohio,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",,Yes,0.0,0.0,40.72,-81.264
1003599.0,87,Calabasas SLF,CA,Agoura Hills,Los Angeles,Public,"Sanitation Districts of Los Angeles County, CA",28545543.0,2021.0,Yes,5.388,0.198,180901-0,Shutdown,Project #2,2010-07-12,2015-01-01,Electricity,Gas Turbine,,(3) Solar Mercury 50 turbines,5.11,13.8,5.96,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",Solar Turbines Incorporated,Yes,0.0,0.0,34.14862,-118.70953
1007855.0,401,Collier County Landfill,FL,Naples,Collier,Public,"Collier County, FL",9062279.0,2021.0,Yes,1.915,0.755,466-0,Shutdown,Project #1,2011-05-06,2015-01-01,Electricity,Reciprocating Engine,,(5) Caterpillar 3516 engines,3.12,4.0,,Florida Power & Light,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0,0.0,26.1634,-81.6585
1006390.0,20803,Edgeboro LF,NJ,East Brunswick,Middlesex,Private,"Edgeboro International, Inc.",17640000.0,1994.0,Yes,1.436,0.238,181100-0,Shutdown,Combination Project,2011-07-01,2015-01-01,Electricity,Reciprocating Engine,,(6) Caterpillar 3520 engines at Cinnamon Bay Power Plant; LFG fuel treatment system and oxidation catalysts,6.64,9.6,3.08,"PJM Interconnection, LLC",NERC Renewable,,"Caterpillar, Inc.",No,0.0,0.0,40.474167,-74.394833
